-5.472229,-4.409625,8.559773
10.218399,-6.3293433,8.417337
6.2734427,-5.093615,-3.742192
1.4711694,0.33649215,-11.209691
3.6745725,-8.490434,-8.781981
-0.13187385,2.7492898,5.5112133
-7.0492735,5.576968,16.100405
2.577603,11.942781,-6.837086
-2.6509652,4.4005466,-2.657829
10.014416,-5.9143786,2.7555163
3.4028924,-15.030716,5.201789
-12.9237995,-5.0910006,6.673841
9.3299,-9.26346,-8.832049
-3.960802,-6.6953287,0.15874481
-8.727457,9.196195,-5.76156
-4.575556,10.567229,-4.553588
4.5358486,-4.94164,-1.3206885
11.571909,-4.248232,-5.1703672
5.6836433,-4.991272,10.247858
-9.593643,-4.766636,2.6385014
-12.069184,3.01278,-1.2367885
8.851265,-7.0488963,-3.7015395
-2.220774,8.346916,-4.257536
2.4107187,0.93964183,-1.0472853
-7.0165653,3.2541919,5.228822
-2.6647828,0.3552155,0.35109752
-1.9743098,-1.3047036,8.880388
4.7298064,-0.07524337,3.6029704
0.8949519,2.5925891,-7.1087046
0.7444428,8.179339,11.021624
