0,1,2
0.0,2.4499252,0.0
0.0,2.6569335,0.0
0.0,2.6691759,0.0
0.0,2.3473442,0.0
0.0,2.4586012,0.0
0.0,2.5620198,0.0
0.0,2.5220528,0.0
0.0,2.5016377,0.0
0.0,2.2857249,0.0
0.0,2.9139416,0.0
0.0,2.393224,0.0
0.0,2.5285392,0.0
0.0,2.486813,0.0
0.0,2.3512766,0.0
0.0,2.208583,0.0
0.0,2.7667797,0.0
0.0,2.3828561,0.0
0.0,2.4301226,0.0
0.0,2.3989594,0.0
0.0,2.5519493,0.0
0.0,2.363416,0.0
0.0,2.8022356,0.0
0.0,2.3377619,0.0
0.0,2.336964,0.0
0.0,2.4458492,0.0
0.0,2.5481133,0.0
0.0,2.38827,0.0
0.0,2.365809,0.0
0.0,2.292678,0.0
0.0,2.412196,0.0
0.0,2.4381604,0.0
0.0,3.420943,0.0
0.0,2.3982904,0.0
0.0,1.9005935,0.0
0.0,2.379976,0.0
0.0,2.3807313,0.0
0.0,2.399459,0.0
0.0,2.3693118,0.0
0.0,2.5928063,0.0
0.0,2.4439101,0.0
0.0,2.3669775,0.0
0.0,2.3039343,0.0
0.0,2.2598631,0.0
0.0,2.3739774,0.0
0.0,2.5486476,0.0
0.0,2.2919376,0.0
0.0,2.6929848,0.0
0.0,3.0388029,0.0
0.0,3.0116994,0.0
0.0,2.9209762,0.0
0.0,2.544952,0.0
0.0,2.7653098,0.0
0.0,2.5212488,0.0
0.0,2.30075,0.0
0.0,2.668922,0.0
0.0,2.2707222,0.0
0.0,2.2393801,0.0
0.0,2.6856744,0.0
0.0,2.6226206,0.0
0.0,2.2756155,0.0
0.0,2.421044,0.0
0.0,4.6651783,0.0
0.0,2.4825492,0.0
0.0,2.5240488,0.0
0.0,2.474853,0.0
0.0,2.3020077,0.0
0.0,2.4667902,0.0
0.0,2.4462655,0.0
0.0,2.3635197,0.0
0.0,2.412046,0.0
0.0,2.5044944,0.0
0.0,2.5164847,0.0
0.0,4.2995806,0.0
0.0,2.5484416,0.0
0.0,2.6140697,0.0
0.0,2.0357993,0.0
0.0,2.2899063,0.0
0.0,2.2632792,0.0
0.0,2.4337301,0.0
0.0,2.426481,0.0
0.0,2.56297,0.0
0.0,2.2630002,0.0
0.0,2.2481513,0.0
0.0,2.8090441,0.0
0.0,2.511376,0.0
0.0,2.1745262,0.0
0.0,2.447519,0.0
0.0,2.499309,0.0
0.0,2.1833868,0.0
0.0,2.3992093,0.0
0.0,2.2576225,0.0
0.0,2.3422306,0.0
0.0,2.724121,0.0
0.0,2.3251245,0.0
0.0,2.5553558,0.0
0.0,2.3401628,0.0
0.0,2.24913,0.0
0.0,2.4584687,0.0
0.0,2.4307296,0.0
0.0,2.4390373,0.0
